Ticket_ID,Customer_ID,Agent_Name,Department,Priority,Category,Created_Date,Closed_Date,Resolution_Time_Hours,SLA_Status,CSAT_Score,Region,Channel,Status
TS-1536,CU-1942,Alisha Khan,Technical,Medium,Hardware Malfunction,2026-02-02 11:25:00,2026-02-03 18:14:48,30.83,Met,5,Europe,Phone,Closed
TS-1537,CU-1837,Marcus Brown,General,Low,Partnership,2026-02-19 12:06:00,2026-02-19 22:39:00,10.55,Met,,LATAM,Portal,Closed
TS-1538,CU-1110,Sofia Rodriguez,Account,Medium,Login Issue,2026-01-22 17:36:00,2026-01-24 17:40:48,48.08,Met,5,Europe,Email,Closed
TS-1539,CU-1365,Michael Chen,Billing,Low,Payment Failure,2026-01-10 12:10:00,2026-01-11 16:48:24,28.64,Met,,North America,Chat,Closed
TS-1540,CU-1987,James Wilson,Account,High,Update Profile,2026-06-24 14:15:00,2026-06-25 09:16:48,19.03,Met,3,LATAM,Phone,Closed
TS-1541,CU-1825,James Wilson,Account,High,Reset Password,2026-03-17 10:04:00,2026-03-17 23:13:00,13.15,Met,3,Europe,Email,Closed
TS-1542,CU-1485,David Lee,Technical,Medium,System Bug,2026-03-15 14:26:00,2026-03-16 14:47:00,24.35,Met,4,LATAM,Phone,Closed
TS-1543,CU-1519,Sarah Jenkins,Billing,High,Refund Request,2026-05-24 08:09:00,2026-05-24 17:59:24,9.84,Met,5,Asia-Pacific,Portal,Closed
TS-1544,CU-1474,Priya Patel,General,Medium,Feedback,2026-04-12 14:12:00,2026-04-12 18:11:24,3.99,Met,5,Asia-Pacific,Email,Closed
TS-1545,CU-1118,Emily Davis,Technical,Low,Integration Error,2026-01-09 17:49:00,2026-01-19 05:18:24,227.49,Breached,,LATAM,Phone,Closed
TS-1546,CU-1889,David Lee,Technical,Low,System Bug,2026-03-18 15:55:00,2026-03-31 10:24:24,306.49,Breached,,LATAM,Email,Closed
TS-1547,CU-1965,Alisha Khan,Technical,Medium,Integration Error,2026-01-03 16:50:00,,,Breached,,LATAM,Portal,Open
TS-1548,CU-1204,James Wilson,Account,Low,Reset Password,2026-05-08 13:07:00,2026-05-10 12:58:36,47.86,Met,5,Europe,Email,Closed
TS-1549,CU-1038,Emily Davis,Technical,Medium,Integration Error,2026-06-23 17:00:00,2026-06-25 14:24:36,45.41,Met,,Europe,Chat,Closed
TS-1550,CU-1512,James Wilson,Account,Medium,Account Security,2026-02-15 15:27:00,2026-02-16 16:37:12,25.17,Met,4,LATAM,Portal,Closed
TS-1551,CU-1697,Sarah Jenkins,Billing,Medium,Refund Request,2026-01-05 17:59:00,2026-01-06 13:23:00,19.4,Met,,Asia-Pacific,Portal,Closed
TS-1552,CU-1297,Marcus Brown,General,Low,Partnership,2026-03-31 15:26:00,,,Breached,,Europe,Portal,Open
TS-1553,CU-1661,Alisha Khan,Technical,Urgent,Hardware Malfunction,2026-04-17 18:15:00,2026-04-19 22:33:36,52.31,Breached,,North America,Portal,Closed
TS-1554,CU-1586,Marcus Brown,General,Medium,Feature Request,2026-05-28 14:08:00,,,Breached,,Europe,Portal,Open
TS-1555,CU-1400,Alisha Khan,Technical,High,Integration Error,2026-05-10 09:40:00,2026-05-11 04:14:12,18.57,Met,,LATAM,Chat,Closed
TS-1556,CU-1027,Alisha Khan,Technical,Medium,System Bug,2026-01-21 17:24:00,2026-01-26 10:48:00,113.4,Breached,2,North America,Portal,Closed
TS-1557,CU-1199,Sarah Jenkins,Billing,High,Invoice Copy,2026-06-13 17:55:00,2026-06-14 05:58:00,12.05,Met,4,LATAM,Chat,Closed
TS-1558,CU-1096,Emily Davis,Technical,High,Integration Error,2026-05-05 18:04:00,2026-05-06 09:24:24,15.34,Met,,LATAM,Email,Closed
TS-1559,CU-1306,Michael Chen,Billing,Medium,Refund Request,2026-06-07 17:34:00,2026-06-09 00:27:24,30.89,Met,3,Europe,Email,Closed
TS-1560,CU-1531,Sarah Jenkins,Billing,High,Payment Failure,2026-06-27 10:17:00,2026-06-27 19:04:24,8.79,Met,5,Europe,Chat,Closed
TS-1561,CU-1829,Priya Patel,General,Medium,Feature Request,2026-03-13 14:06:00,2026-03-14 06:55:48,16.83,Met,5,LATAM,Portal,Closed
TS-1562,CU-1766,Marcus Brown,General,Medium,Partnership,2026-06-11 09:28:00,2026-06-11 13:55:00,4.45,Met,5,Asia-Pacific,Phone,Closed
TS-1563,CU-1661,Emily Davis,Technical,Low,Hardware Malfunction,2026-01-19 11:42:00,2026-01-21 07:26:24,43.74,Met,5,LATAM,Phone,Closed
TS-1564,CU-1330,David Lee,Technical,Low,Speed Issue,2026-06-21 09:36:00,,,Breached,,North America,Chat,Open
TS-1565,CU-1432,David Lee,Technical,High,Speed Issue,2026-03-12 14:07:00,2026-03-13 18:26:48,28.33,Met,3,Asia-Pacific,Portal,Closed
TS-1566,CU-1660,Priya Patel,General,Low,Feedback,2026-01-05 09:30:00,2026-01-08 04:01:12,66.52,Met,4,LATAM,Email,Closed
TS-1567,CU-1570,Marcus Brown,General,Medium,General Inquiry,2026-06-14 09:53:00,2026-06-15 05:21:48,19.48,Met,4,LATAM,Phone,Closed
TS-1568,CU-1447,Sofia Rodriguez,Account,Low,Reset Password,2026-01-12 09:03:00,,,Breached,,Europe,Chat,In Progress
TS-1569,CU-1077,Priya Patel,General,Medium,General Inquiry,2026-01-31 10:20:00,2026-02-01 15:44:36,29.41,Met,5,Asia-Pacific,Phone,Closed
TS-1570,CU-1592,James Wilson,Account,Urgent,Account Security,2026-01-22 13:35:00,2026-01-22 16:58:24,3.39,Met,,LATAM,Portal,Closed
TS-1571,CU-1507,Emily Davis,Technical,Low,Integration Error,2026-03-29 11:52:00,2026-04-03 08:16:00,116.4,Met,5,Europe,Email,Closed
TS-1572,CU-1158,Sofia Rodriguez,Account,Low,Account Security,2026-02-18 09:17:00,2026-02-19 07:32:36,22.26,Met,,Europe,Email,Closed
TS-1573,CU-1017,Priya Patel,General,Low,Partnership,2026-01-22 13:27:00,2026-01-23 01:01:12,11.57,Met,5,Europe,Portal,Closed
TS-1574,CU-1051,David Lee,Technical,Low,Integration Error,2026-05-07 16:27:00,2026-05-09 20:36:00,52.15,Met,5,LATAM,Portal,Closed
TS-1575,CU-1545,Priya Patel,General,Low,Partnership,2026-06-27 12:31:00,2026-06-28 15:35:12,27.07,Met,4,Asia-Pacific,Email,Closed
TS-1576,CU-1097,Emily Davis,Technical,Medium,Speed Issue,2026-03-27 15:09:00,,,Breached,,LATAM,Chat,In Progress
TS-1577,CU-1683,Emily Davis,Technical,Low,Hardware Malfunction,2026-01-03 17:22:00,,,Breached,,LATAM,Portal,In Progress
TS-1578,CU-1598,Priya Patel,General,High,Feedback,2026-03-16 11:33:00,2026-03-17 20:24:36,32.86,Met,4,LATAM,Email,Closed
TS-1579,CU-1559,Marcus Brown,General,Low,Feedback,2026-05-13 18:54:00,2026-05-16 08:37:48,61.73,Met,3,LATAM,Phone,Closed
TS-1580,CU-1152,Emily Davis,Technical,Medium,Hardware Malfunction,2026-06-28 14:23:00,2026-06-30 15:33:48,49.18,Met,3,Europe,Portal,Closed
TS-1581,CU-1935,James Wilson,Account,Low,Update Profile,2026-03-12 12:12:00,2026-03-14 00:18:36,36.11,Met,5,Europe,Portal,Closed
TS-1582,CU-1992,Sarah Jenkins,Billing,Low,Subscription Cancel,2026-02-08 16:18:00,2026-02-10 09:19:48,41.03,Met,,Asia-Pacific,Phone,Closed
TS-1583,CU-1042,Sarah Jenkins,Billing,High,Refund Request,2026-06-19 08:03:00,2026-06-19 18:27:00,10.4,Met,5,Asia-Pacific,Chat,Closed
TS-1584,CU-1159,Emily Davis,Technical,Low,Integration Error,2026-01-09 15:59:00,2026-01-21 17:20:00,289.35,Breached,2,Asia-Pacific,Email,Closed
TS-1585,CU-1319,Sofia Rodriguez,Account,Medium,Login Issue,2026-04-17 16:12:00,2026-04-17 19:45:00,3.55,Met,5,LATAM,Chat,Closed
TS-1586,CU-1897,Marcus Brown,General,Low,General Inquiry,2026-04-20 15:26:00,,,Breached,,North America,Portal,In Progress
TS-1587,CU-1473,Marcus Brown,General,Urgent,Feedback,2026-05-29 16:23:00,2026-05-29 23:56:36,7.56,Met,3,North America,Email,Closed
TS-1588,CU-1413,Marcus Brown,General,High,Feedback,2026-06-16 09:21:00,2026-06-17 17:15:00,31.9,Met,,LATAM,Email,Closed
TS-1589,CU-1599,Priya Patel,General,Medium,Feature Request,2026-03-21 08:51:00,2026-03-21 22:04:48,13.23,Met,4,Europe,Email,Closed
TS-1590,CU-1455,Sofia Rodriguez,Account,High,Account Security,2026-05-20 12:52:00,2026-05-20 20:05:48,7.23,Met,,North America,Portal,Closed
TS-1591,CU-1146,David Lee,Technical,Medium,Integration Error,2026-05-31 15:23:00,2026-06-02 15:40:24,48.29,Met,3,Europe,Chat,Closed
TS-1592,CU-1029,Priya Patel,General,Low,Feedback,2026-06-18 17:28:00,2026-06-19 06:07:36,12.66,Met,4,LATAM,Phone,Closed
TS-1593,CU-1358,Alisha Khan,Technical,Low,Hardware Malfunction,2026-02-05 12:50:00,2026-02-07 12:18:48,47.48,Met,5,North America,Portal,Closed
TS-1594,CU-1484,James Wilson,Account,Low,Update Profile,2026-01-08 10:14:00,2026-01-09 16:29:36,30.26,Met,5,Asia-Pacific,Chat,Closed
TS-1595,CU-1179,John Doe,Billing,High,Invoice Copy,2026-04-06 17:40:00,2026-04-09 10:52:36,65.21,Breached,2,LATAM,Portal,Closed
TS-1596,CU-1588,Priya Patel,General,Low,General Inquiry,2026-05-16 11:05:00,2026-05-17 12:24:48,25.33,Met,5,Europe,Chat,Closed
TS-1597,CU-1560,Marcus Brown,General,Low,Feature Request,2026-04-02 17:57:00,2026-04-03 15:02:24,21.09,Met,,Asia-Pacific,Email,Closed
TS-1598,CU-1237,James Wilson,Account,Low,Update Profile,2026-02-10 12:04:00,2026-02-11 04:39:24,16.59,Met,5,Asia-Pacific,Email,Closed
TS-1599,CU-1560,James Wilson,Account,Urgent,Reset Password,2026-03-27 08:08:00,2026-03-28 01:47:36,17.66,Met,3,LATAM,Email,Closed
TS-1600,CU-1578,Marcus Brown,General,Urgent,Feedback,2026-03-11 08:06:00,2026-03-11 14:53:24,6.79,Met,4,Asia-Pacific,Email,Closed
TS-1601,CU-1995,Michael Chen,Billing,Urgent,Payment Failure,2026-01-05 16:30:00,2026-01-07 07:48:00,39.3,Breached,,North America,Chat,Closed
TS-1602,CU-1449,Sofia Rodriguez,Account,Low,Account Security,2026-05-31 08:14:00,2026-06-05 08:16:24,120.04,Met,5,Asia-Pacific,Email,Closed
TS-1603,CU-1895,Emily Davis,Technical,Low,Integration Error,2026-06-04 18:56:00,2026-06-06 14:07:24,43.19,Met,,North America,Chat,Closed
TS-1604,CU-1257,James Wilson,Account,Medium,Login Issue,2026-05-22 12:55:00,2026-05-23 13:11:12,24.27,Met,,LATAM,Chat,Closed
TS-1605,CU-1923,Alisha Khan,Technical,Low,Speed Issue,2026-05-22 11:07:00,2026-05-27 14:10:36,123.06,Met,,LATAM,Portal,Closed
TS-1606,CU-1511,Priya Patel,General,Low,General Inquiry,2026-06-06 14:31:00,2026-06-07 01:37:36,11.11,Met,5,Asia-Pacific,Email,Closed
TS-1607,CU-1546,James Wilson,Account,Low,Reset Password,2026-03-09 17:13:00,2026-03-10 02:51:24,9.64,Met,5,Asia-Pacific,Email,Closed
TS-1608,CU-1754,James Wilson,Account,Medium,Account Security,2026-04-08 15:47:00,,,Breached,,North America,Email,Pending
TS-1609,CU-1244,James Wilson,Account,Low,Reset Password,2026-04-12 08:39:00,2026-04-13 07:19:12,22.67,Met,,North America,Chat,Closed
TS-1610,CU-1315,Priya Patel,General,High,Partnership,2026-04-02 15:40:00,2026-04-03 07:35:12,15.92,Met,,Asia-Pacific,Phone,Closed
TS-1611,CU-1185,Priya Patel,General,Low,Feature Request,2026-06-08 18:03:00,2026-06-09 13:18:00,19.25,Met,5,Asia-Pacific,Phone,Closed
TS-1612,CU-1567,James Wilson,Account,Urgent,Update Profile,2026-01-12 17:15:00,2026-01-12 20:30:00,3.25,Met,5,North America,Chat,Closed
TS-1613,CU-1381,James Wilson,Account,Medium,Login Issue,2026-04-15 18:23:00,2026-04-18 01:09:12,54.77,Met,5,North America,Portal,Closed
TS-1614,CU-1353,John Doe,Billing,High,Payment Failure,2026-01-20 11:36:00,2026-01-21 22:19:48,34.73,Met,3,LATAM,Chat,Closed
TS-1615,CU-1541,Marcus Brown,General,Medium,General Inquiry,2026-03-26 11:51:00,2026-03-26 23:29:24,11.64,Met,5,LATAM,Email,Closed
TS-1616,CU-1751,John Doe,Billing,Low,Invoice Copy,2026-04-18 11:36:00,2026-04-23 12:57:00,121.35,Met,4,Asia-Pacific,Portal,Closed
TS-1617,CU-1121,Emily Davis,Technical,Medium,Integration Error,2026-04-27 08:10:00,2026-04-28 12:47:48,28.63,Met,4,LATAM,Email,Closed
TS-1618,CU-1136,Priya Patel,General,Low,Feature Request,2026-03-28 17:38:00,2026-03-29 18:17:36,24.66,Met,5,LATAM,Portal,Closed
TS-1619,CU-1855,Alisha Khan,Technical,High,Speed Issue,2026-05-11 09:09:00,,,Breached,,Asia-Pacific,Portal,Open
TS-1620,CU-1608,Marcus Brown,General,Low,Feature Request,2026-01-25 11:19:00,2026-01-25 18:09:24,6.84,Met,5,LATAM,Phone,Closed
TS-1621,CU-1293,Alisha Khan,Technical,Low,Speed Issue,2026-02-23 14:33:00,2026-03-02 05:09:36,158.61,Met,4,LATAM,Phone,Closed
TS-1622,CU-1499,Sofia Rodriguez,Account,High,Update Profile,2026-06-20 12:09:00,2026-06-20 22:49:48,10.68,Met,,Europe,Portal,Closed
TS-1623,CU-1913,John Doe,Billing,Medium,Invoice Copy,2026-04-24 16:08:00,2026-04-25 20:59:00,28.85,Met,5,North America,Chat,Closed
TS-1624,CU-1443,Emily Davis,Technical,Low,Hardware Malfunction,2026-01-21 11:46:00,2026-01-23 07:35:12,43.82,Met,4,Asia-Pacific,Portal,Closed
TS-1625,CU-1076,Sofia Rodriguez,Account,Medium,Login Issue,2026-06-10 08:15:00,2026-06-11 02:28:48,18.23,Met,,North America,Phone,Closed
TS-1626,CU-1897,Sarah Jenkins,Billing,Low,Subscription Cancel,2026-01-10 14:44:00,2026-01-11 10:44:00,20.0,Met,5,Europe,Email,Closed
TS-1627,CU-1185,Marcus Brown,General,High,Partnership,2026-05-20 15:18:00,2026-05-21 10:09:36,18.86,Met,5,Europe,Phone,Closed
TS-1628,CU-1119,John Doe,Billing,Urgent,Invoice Copy,2026-05-04 15:38:00,2026-05-05 01:06:12,9.47,Met,3,LATAM,Chat,Closed
TS-1629,CU-1063,Marcus Brown,General,Medium,Partnership,2026-01-14 12:31:00,2026-01-14 17:25:36,4.91,Met,4,Asia-Pacific,Phone,Closed
TS-1630,CU-1171,Sofia Rodriguez,Account,Urgent,Login Issue,2026-01-06 14:05:00,2026-01-06 17:47:36,3.71,Met,,North America,Chat,Closed
TS-1631,CU-1216,Priya Patel,General,Urgent,Feature Request,2026-03-26 14:13:00,2026-03-26 18:28:36,4.26,Met,,Europe,Phone,Closed
TS-1632,CU-1768,Emily Davis,Technical,Medium,Hardware Malfunction,2026-06-30 14:01:00,2026-07-08 08:55:36,186.91,Breached,1,LATAM,Email,Closed
TS-1633,CU-1199,Sarah Jenkins,Billing,Medium,Invoice Copy,2026-06-17 17:30:00,2026-06-18 10:58:12,17.47,Met,5,Asia-Pacific,Phone,Closed
TS-1634,CU-1720,Priya Patel,General,Low,Partnership,2026-05-28 08:25:00,2026-05-28 21:20:12,12.92,Met,,LATAM,Chat,Closed
TS-1635,CU-1646,Emily Davis,Technical,Medium,Integration Error,2026-06-07 15:33:00,2026-06-10 10:24:36,66.86,Met,5,North America,Email,Closed
TS-1636,CU-1346,Priya Patel,General,Low,Feedback,2026-05-06 16:31:00,2026-05-07 12:41:48,20.18,Met,5,North America,Chat,Closed
TS-1637,CU-1751,Sarah Jenkins,Billing,Medium,Subscription Cancel,2026-02-01 10:12:00,2026-02-02 03:39:00,17.45,Met,5,North America,Email,Closed
TS-1638,CU-1561,John Doe,Billing,Low,Subscription Cancel,2026-06-23 12:33:00,2026-07-01 22:43:48,202.18,Breached,1,LATAM,Portal,Closed
TS-1639,CU-1823,Alisha Khan,Technical,Medium,Hardware Malfunction,2026-02-04 10:33:00,2026-02-06 09:28:48,46.93,Met,4,Asia-Pacific,Phone,Closed
TS-1640,CU-1006,Sarah Jenkins,Billing,Low,Subscription Cancel,2026-06-02 10:04:00,2026-06-03 19:01:36,32.96,Met,5,Europe,Phone,Closed
TS-1641,CU-1841,Priya Patel,General,Low,General Inquiry,2026-02-09 09:46:00,2026-02-09 15:09:24,5.39,Met,4,Asia-Pacific,Portal,Closed
TS-1642,CU-1393,Priya Patel,General,Urgent,Feature Request,2026-01-24 17:09:00,2026-01-24 20:24:36,3.26,Met,4,Asia-Pacific,Phone,Closed
TS-1643,CU-1403,James Wilson,Account,Medium,Update Profile,2026-06-04 11:10:00,,,Breached,,LATAM,Portal,In Progress
TS-1644,CU-1854,Marcus Brown,General,High,Partnership,2026-05-23 14:41:00,2026-05-23 18:48:48,4.13,Met,4,Europe,Phone,Closed
TS-1645,CU-1219,John Doe,Billing,Low,Payment Failure,2026-05-31 12:21:00,2026-06-02 10:58:48,46.63,Met,,LATAM,Chat,Closed
TS-1646,CU-1282,Sofia Rodriguez,Account,Low,Update Profile,2026-05-01 17:40:00,2026-05-01 20:58:00,3.3,Met,,LATAM,Portal,Closed
TS-1647,CU-1379,Emily Davis,Technical,Medium,Speed Issue,2026-06-13 08:20:00,2026-06-14 04:20:36,20.01,Met,5,Europe,Email,Closed
TS-1648,CU-1928,Priya Patel,General,Urgent,Partnership,2026-05-09 10:46:00,2026-05-09 17:09:24,6.39,Met,4,North America,Phone,Closed
TS-1649,CU-1964,Sofia Rodriguez,Account,Low,Reset Password,2026-04-29 09:07:00,,,Breached,,Asia-Pacific,Email,Open
TS-1650,CU-1187,Sarah Jenkins,Billing,Low,Payment Failure,2026-04-28 09:56:00,2026-04-28 13:26:00,3.5,Met,,Europe,Email,Closed
TS-1651,CU-1774,James Wilson,Account,Low,Login Issue,2026-02-18 12:56:00,2026-02-19 20:32:00,31.6,Met,5,Asia-Pacific,Chat,Closed
TS-1652,CU-1536,Priya Patel,General,Low,Feature Request,2026-04-22 13:41:00,2026-04-23 14:28:24,24.79,Met,5,Europe,Portal,Closed
TS-1653,CU-1814,David Lee,Technical,Medium,Hardware Malfunction,2026-01-30 16:42:00,2026-02-02 18:56:24,74.24,Met,3,North America,Phone,Closed
TS-1654,CU-1923,James Wilson,Account,Medium,Reset Password,2026-06-15 09:11:00,,,Breached,,Asia-Pacific,Email,Open
TS-1655,CU-1314,Michael Chen,Billing,Medium,Subscription Cancel,2026-06-27 14:46:00,2026-06-29 21:34:36,54.81,Met,4,LATAM,Chat,Closed
TS-1656,CU-1308,Michael Chen,Billing,High,Subscription Cancel,2026-04-13 17:01:00,2026-04-14 03:48:24,10.79,Met,5,Europe,Email,Closed
TS-1657,CU-1975,Sarah Jenkins,Billing,Medium,Refund Request,2026-04-28 14:10:00,2026-04-29 16:08:48,25.98,Met,,Europe,Chat,Closed
TS-1658,CU-1879,David Lee,Technical,Low,Speed Issue,2026-02-10 13:06:00,2026-02-22 03:07:12,278.02,Breached,3,LATAM,Chat,Closed
TS-1659,CU-1099,David Lee,Technical,Low,Integration Error,2026-04-19 17:25:00,2026-04-22 08:13:36,62.81,Met,4,Europe,Portal,Closed
TS-1660,CU-1371,Priya Patel,General,Medium,Feedback,2026-01-12 11:19:00,2026-01-12 16:33:24,5.24,Met,5,North America,Phone,Closed
TS-1661,CU-1841,Priya Patel,General,Low,Feature Request,2026-01-22 13:43:00,2026-01-23 10:58:00,21.25,Met,,North America,Portal,Closed
TS-1662,CU-1520,Marcus Brown,General,Low,Partnership,2026-06-12 09:38:00,2026-06-15 13:48:48,76.18,Met,5,LATAM,Portal,Closed
TS-1663,CU-1996,Priya Patel,General,High,Partnership,2026-03-28 17:16:00,2026-03-30 02:45:24,33.49,Met,5,North America,Phone,Closed
TS-1664,CU-1125,James Wilson,Account,Low,Update Profile,2026-01-07 16:17:00,2026-01-08 20:38:00,28.35,Met,4,LATAM,Portal,Closed
TS-1665,CU-1366,Sarah Jenkins,Billing,Low,Refund Request,2026-04-21 12:22:00,,,Breached,,LATAM,Email,In Progress
TS-1666,CU-1706,Sofia Rodriguez,Account,Low,Update Profile,2026-01-21 13:59:00,2026-01-22 02:33:12,12.57,Met,4,LATAM,Chat,Closed
TS-1667,CU-1761,Alisha Khan,Technical,Urgent,Hardware Malfunction,2026-03-04 08:23:00,2026-03-04 15:42:48,7.33,Met,,LATAM,Email,Closed
TS-1668,CU-1409,Marcus Brown,General,Low,Feature Request,2026-03-12 12:29:00,2026-03-15 04:56:00,64.45,Met,4,Asia-Pacific,Chat,Closed
TS-1669,CU-1730,Sofia Rodriguez,Account,Medium,Account Security,2026-03-23 13:52:00,2026-03-24 00:38:12,10.77,Met,4,LATAM,Portal,Closed
TS-1670,CU-1262,Michael Chen,Billing,Medium,Subscription Cancel,2026-05-16 13:19:00,2026-05-17 02:56:12,13.62,Met,4,North America,Portal,Closed
TS-1671,CU-1784,Priya Patel,General,Medium,Feature Request,2026-02-01 09:25:00,2026-02-01 15:16:00,5.85,Met,5,Asia-Pacific,Email,Closed
TS-1672,CU-1419,Sofia Rodriguez,Account,Medium,Update Profile,2026-06-25 18:48:00,2026-06-26 08:04:48,13.28,Met,5,Europe,Phone,Closed
TS-1673,CU-1294,Alisha Khan,Technical,High,Integration Error,2026-04-29 18:11:00,2026-04-30 03:29:36,9.31,Met,,Europe,Portal,Closed
TS-1674,CU-1030,Michael Chen,Billing,Medium,Subscription Cancel,2026-02-12 17:40:00,2026-02-13 05:50:12,12.17,Met,5,Europe,Chat,Closed
TS-1675,CU-1871,Alisha Khan,Technical,Low,Speed Issue,2026-03-24 10:18:00,2026-03-27 00:27:00,62.15,Met,,LATAM,Chat,Closed
TS-1676,CU-1473,Emily Davis,Technical,High,Speed Issue,2026-01-09 18:43:00,2026-01-11 14:26:48,43.73,Met,4,Asia-Pacific,Email,Closed
TS-1677,CU-1905,John Doe,Billing,Medium,Invoice Copy,2026-04-04 14:45:00,,,Breached,,North America,Email,Open
TS-1678,CU-1645,John Doe,Billing,High,Payment Failure,2026-01-29 10:23:00,2026-01-31 08:40:24,46.29,Met,,LATAM,Portal,Closed
TS-1679,CU-1921,James Wilson,Account,High,Update Profile,2026-06-29 12:36:00,2026-06-30 05:15:36,16.66,Met,5,Europe,Portal,Closed
TS-1680,CU-1315,Priya Patel,General,Medium,General Inquiry,2026-03-16 14:16:00,2026-03-16 19:25:36,5.16,Met,4,Asia-Pacific,Chat,Closed
TS-1681,CU-1530,Alisha Khan,Technical,Medium,Hardware Malfunction,2026-03-22 16:23:00,2026-03-28 04:29:36,132.11,Breached,3,LATAM,Portal,Closed
TS-1682,CU-1067,Alisha Khan,Technical,Low,Speed Issue,2026-06-16 11:22:00,2026-06-20 11:56:12,96.57,Met,4,Europe,Phone,Closed
TS-1683,CU-1975,John Doe,Billing,Low,Refund Request,2026-03-07 10:44:00,,,Breached,,North America,Phone,Open
TS-1684,CU-1879,Marcus Brown,General,Medium,Feature Request,2026-01-24 11:46:00,2026-01-25 04:48:24,17.04,Met,4,Europe,Chat,Closed
TS-1685,CU-1476,Michael Chen,Billing,Low,Payment Failure,2026-02-20 09:34:00,2026-02-22 15:32:48,53.98,Met,3,North America,Email,Closed
TS-1686,CU-1738,Marcus Brown,General,Medium,Feedback,2026-05-07 18:11:00,2026-05-08 10:09:12,15.97,Met,5,Europe,Portal,Closed
TS-1687,CU-1350,Michael Chen,Billing,Medium,Payment Failure,2026-05-11 15:31:00,2026-05-12 01:54:24,10.39,Met,4,Asia-Pacific,Phone,Closed
TS-1688,CU-1188,David Lee,Technical,High,Hardware Malfunction,2026-05-01 09:43:00,2026-05-04 16:21:24,78.64,Breached,2,North America,Chat,Closed
TS-1689,CU-1805,David Lee,Technical,Medium,Hardware Malfunction,2026-04-17 12:14:00,,,Breached,,Europe,Chat,Open
TS-1690,CU-1484,James Wilson,Account,Low,Update Profile,2026-04-19 17:25:00,2026-04-20 05:44:48,12.33,Met,5,Asia-Pacific,Phone,Closed
TS-1691,CU-1281,Sofia Rodriguez,Account,Low,Update Profile,2026-04-08 13:35:00,2026-04-09 01:17:00,11.7,Met,,Europe,Email,Closed
TS-1692,CU-1249,Marcus Brown,General,Medium,Feedback,2026-06-30 15:15:00,2026-07-01 12:05:24,20.84,Met,3,Asia-Pacific,Chat,Closed
TS-1693,CU-1379,Alisha Khan,Technical,Low,System Bug,2026-02-08 10:37:00,2026-02-10 09:51:24,47.24,Met,4,Asia-Pacific,Portal,Closed
TS-1694,CU-1267,Michael Chen,Billing,Low,Invoice Copy,2026-04-25 11:11:00,2026-04-26 11:57:48,24.78,Met,4,North America,Phone,Closed
TS-1695,CU-1144,Priya Patel,General,Medium,Feedback,2026-05-12 13:01:00,2026-05-13 10:11:12,21.17,Met,5,LATAM,Email,Closed
TS-1696,CU-1069,Sarah Jenkins,Billing,Urgent,Payment Failure,2026-04-30 17:41:00,,,Breached,,North America,Email,Pending
TS-1697,CU-1770,Priya Patel,General,High,Partnership,2026-01-19 10:41:00,2026-01-19 15:52:24,5.19,Met,5,LATAM,Email,Closed
TS-1698,CU-1639,Sofia Rodriguez,Account,Low,Account Security,2026-03-25 16:29:00,2026-03-27 08:12:12,39.72,Met,5,North America,Portal,Closed
TS-1699,CU-1104,James Wilson,Account,High,Reset Password,2026-06-18 11:12:00,2026-06-19 01:12:36,14.01,Met,5,North America,Email,Closed
TS-1700,CU-1141,Priya Patel,General,High,Feedback,2026-04-25 15:25:00,2026-04-26 08:34:36,17.16,Met,5,North America,Portal,Closed
TS-1701,CU-1167,Sofia Rodriguez,Account,Urgent,Update Profile,2026-05-10 13:30:00,2026-05-10 15:28:48,1.98,Met,4,North America,Chat,Closed
TS-1702,CU-1969,Sofia Rodriguez,Account,Medium,Login Issue,2026-04-10 15:01:00,,,Breached,,North America,Phone,In Progress
TS-1703,CU-1282,Emily Davis,Technical,Low,Speed Issue,2026-02-05 15:48:00,2026-02-10 01:01:12,105.22,Met,5,North America,Phone,Closed
TS-1704,CU-1844,Emily Davis,Technical,Low,Speed Issue,2026-01-08 15:13:00,2026-02-02 04:15:24,589.04,Breached,2,LATAM,Chat,Closed
TS-1705,CU-1340,David Lee,Technical,Low,Integration Error,2026-05-15 10:10:00,2026-05-19 05:02:12,90.87,Met,3,LATAM,Email,Closed
TS-1706,CU-1476,Michael Chen,Billing,Low,Invoice Copy,2026-06-18 16:23:00,,,Breached,,LATAM,Portal,In Progress
TS-1707,CU-1685,Emily Davis,Technical,Medium,Speed Issue,2026-02-06 11:42:00,2026-02-07 11:03:00,23.35,Met,4,LATAM,Email,Closed
TS-1708,CU-1337,Alisha Khan,Technical,High,Hardware Malfunction,2026-01-09 14:40:00,2026-01-10 11:31:00,20.85,Met,5,Asia-Pacific,Portal,Closed
TS-1709,CU-1586,Emily Davis,Technical,High,Integration Error,2026-03-09 16:28:00,2026-03-10 03:41:48,11.23,Met,5,LATAM,Portal,Closed
TS-1710,CU-1262,Marcus Brown,General,High,Feedback,2026-03-09 09:50:00,2026-03-09 15:46:24,5.94,Met,4,LATAM,Phone,Closed
TS-1711,CU-1303,Priya Patel,General,Low,Feedback,2026-05-11 11:09:00,2026-05-12 11:30:36,24.36,Met,5,Asia-Pacific,Chat,Closed
